t1	e11	e21	t2	e12	e22
10	0.001006766	0.001002083	4.55	0.001114891	0.001114237
10	0.001006766	0.001002083	4.56	0.001114015	0.001113385
10	0.001006766	0.001002083	4.57	0.001113135	0.001112531
10	0.001006766	0.001002083	4.58	0.001112253	0.001111673
10	0.001006766	0.001002083	4.59	0.001111369	0.001110813
10	0.001006766	0.001002083	4.6	0.001110482	0.001109951
10	0.001006766	0.001002083	4.61	0.001109593	0.001109086
10	0.001006766	0.001002083	4.62	0.001108701	0.001108219
10	0.001006766	0.001002083	4.63	0.001107808	0.00110735
10	0.001006766	0.001002083	4.64	0.001106913	0.001106478
10	0.001006766	0.001002083	4.65	0.001106015	0.001105605
10	0.001006766	0.001002083	4.66	0.001105116	0.00110473
10	0.001006766	0.001002083	4.67	0.001104216	0.001103853
10	0.001006766	0.001002083	4.68	0.001103314	0.001102975
10	0.001006766	0.001002083	4.69	0.001102411	0.001102095
10	0.001006766	0.001002083	4.7	0.001101506	0.001101214
10	0.001006766	0.001002083	4.71	0.0011006	0.001100332
10	0.001006766	0.001002083	4.72	0.001099693	0.001099448
10	0.001006766	0.001002083	4.73	0.001098785	0.001098563
10	0.001006766	0.001002083	4.74	0.001097876	0.001097677
10	0.001006766	0.001002083	4.75	0.001096967	0.00109679
10	0.001006766	0.001002083	4.76	0.001096056	0.001095903
10	0.001006766	0.001002083	4.77	0.001095145	0.001095015
10	0.001006766	0.001002083	4.78	0.001094234	0.001094126
10	0.001006766	0.001002083	4.79	0.001093322	0.001093236
10	0.001006766	0.001002083	4.8	0.00109241	0.001092346
10	0.001006766	0.001002083	4.81	0.001091498	0.001091456
10	0.001006766	0.001002083	4.82	0.001090585	0.001090566
10	0.001006766	0.001002083	4.83	0.001089673	0.001089675
10	0.001006766	0.001002083	4.84	0.00108876	0.001088785
10	0.001006766	0.001002083	4.85	0.001087848	0.001087894
10	0.001006766	0.001002083	4.86	0.001086936	0.001087004
10	0.001006766	0.001002083	4.87	0.001086024	0.001086113
10	0.001006766	0.001002083	4.88	0.001085113	0.001085223
10	0.001006766	0.001002083	4.89	0.001084202	0.001084334
10	0.001006766	0.001002083	4.9	0.001083292	0.001083445
10	0.001006766	0.001002083	4.91	0.001082383	0.001082556
10	0.001006766	0.001002083	4.92	0.001081474	0.001081668
10	0.001006766	0.001002083	4.93	0.001080566	0.001080781
10	0.001006766	0.001002083	4.94	0.001079659	0.001079894
10	0.001006766	0.001002083	4.95	0.001078753	0.001079009
10	0.001006766	0.001002083	4.96	0.001077848	0.001078124
10	0.001006766	0.001002083	4.97	0.001076945	0.00107724
10	0.001006766	0.001002083	4.98	0.001076042	0.001076358
10	0.001006766	0.001002083	4.99	0.001075141	0.001075477
10	0.001006766	0.001002083	5	0.001074242	0.001074596
10	0.001006766	0.001002083	5.01	0.001073343	0.001073718
10	0.001006766	0.001002083	5.02	0.001072447	0.00107284
10	0.001006766	0.001002083	5.03	0.001071552	0.001071965
10	0.001006766	0.001002083	5.04	0.001070659	0.00107109
10	0.001006766	0.001002083	5.05	0.001069767	0.001070218
10	0.001006766	0.001002083	5.06	0.001068877	0.001069347
10	0.001006766	0.001002083	5.07	0.00106799	0.001068477
10	0.001006766	0.001002083	5.08	0.001067104	0.00106761
10	0.001006766	0.001002083	5.09	0.00106622	0.001066745
10	0.001006766	0.001002083	5.1	0.001065339	0.001065881
10	0.001006766	0.001002083	5.11	0.001064459	0.00106502
10	0.001006766	0.001002083	5.12	0.001063582	0.00106416
10	0.001006766	0.001002083	5.13	0.001062707	0.001063303
10	0.001006766	0.001002083	5.14	0.001061835	0.001062448
10	0.001006766	0.001002083	5.15	0.001060965	0.001061595
10	0.001006766	0.001002083	5.16	0.001060098	0.001060745
10	0.001006766	0.001002083	5.17	0.001059233	0.001059897
10	0.001006766	0.001002083	5.18	0.001058371	0.001059052
10	0.001006766	0.001002083	5.19	0.001057511	0.001058209
10	0.001006766	0.001002083	5.2	0.001056654	0.001057369
10	0.001006766	0.001002083	5.21	0.0010558	0.001056531
10	0.001006766	0.001002083	5.22	0.001054949	0.001055696
10	0.001006766	0.001002083	5.23	0.001054101	0.001054864
10	0.001006766	0.001002083	5.24	0.001053256	0.001054035
10	0.001006766	0.001002083	5.25	0.001052414	0.001053208
10	0.001006766	0.001002083	5.26	0.001051575	0.001052385
10	0.001006766	0.001002083	5.27	0.001050739	0.001051564
10	0.001006766	0.001002083	5.28	0.001049906	0.001050747
10	0.001006766	0.001002083	5.29	0.001049077	0.001049932
10	0.001006766	0.001002083	5.3	0.001048251	0.001049121
10	0.001006766	0.001002083	5.31	0.001047428	0.001048313
10	0.001006766	0.001002083	5.32	0.001046609	0.001047508
10	0.001006766	0.001002083	5.33	0.001045793	0.001046706
10	0.001006766	0.001002083	5.34	0.00104498	0.001045908
10	0.001006766	0.001002083	5.35	0.001044172	0.001045113
10	0.001006766	0.001002083	5.36	0.001043366	0.001044322
10	0.001006766	0.001002083	5.37	0.001042565	0.001043534
10	0.001006766	0.001002083	5.38	0.001041767	0.001042749
10	0.001006766	0.001002083	5.39	0.001040973	0.001041968
10	0.001006766	0.001002083	5.4	0.001040182	0.001041191
10	0.001006766	0.001002083	5.41	0.001039395	0.001040417
10	0.001006766	0.001002083	5.42	0.001038613	0.001039647
10	0.001006766	0.001002083	5.43	0.001037834	0.001038881
10	0.001006766	0.001002083	5.44	0.001037059	0.001038118
10	0.001006766	0.001002083	5.45	0.001036288	0.001037359
10	0.001006766	0.001002083	5.46	0.001035521	0.001036604
10	0.001006766	0.001002083	5.47	0.001034758	0.001035853
10	0.001006766	0.001002083	5.48	0.001033999	0.001035106
10	0.001006766	0.001002083	5.49	0.001033244	0.001034363
10	0.001006766	0.001002083	5.5	0.001032493	0.001033624
10	0.001006766	0.001002083	5.51	0.001031747	0.001032889
10	0.001006766	0.001002083	5.52	0.001031005	0.001032157
10	0.001006766	0.001002083	5.53	0.001030267	0.00103143
10	0.001006766	0.001002083	5.54	0.001029533	0.001030707
10	0.001006766	0.001002083	5.55	0.001028804	0.001029988
10	0.001006766	0.001002083	5.56	0.001028079	0.001029274
10	0.001006766	0.001002083	5.57	0.001027358	0.001028563
10	0.001006766	0.001002083	5.58	0.001026642	0.001027857
10	0.001006766	0.001002083	5.59	0.00102593	0.001027155
10	0.001006766	0.001002083	5.6	0.001025222	0.001026457
10	0.001006766	0.001002083	5.61	0.001024519	0.001025764
10	0.001006766	0.001002083	5.62	0.001023821	0.001025075
10	0.001006766	0.001002083	5.63	0.001023127	0.00102439
10	0.001006766	0.001002083	5.64	0.001022438	0.00102371
10	0.001006766	0.001002083	5.65	0.001021753	0.001023034
10	0.001006766	0.001002083	5.66	0.001021073	0.001022362
10	0.001006766	0.001002083	5.67	0.001020397	0.001021695
10	0.001006766	0.001002083	5.68	0.001019726	0.001021033
10	0.001006766	0.001002083	5.69	0.00101906	0.001020375
10	0.001006766	0.001002083	5.7	0.001018399	0.001019721
10	0.001006766	0.001002083	5.71	0.001017742	0.001019072
10	0.001006766	0.001002083	5.72	0.00101709	0.001018428
10	0.001006766	0.001002083	5.73	0.001016443	0.001017788
10	0.001006766	0.001002083	5.74	0.0010158	0.001017152
10	0.001006766	0.001002083	5.75	0.001015162	0.001016522
10	0.001006766	0.001002083	5.76	0.001014529	0.001015896
10	0.001006766	0.001002083	5.77	0.001013901	0.001015274
10	0.001006766	0.001002083	5.78	0.001013278	0.001014658
10	0.001006766	0.001002083	5.79	0.001012659	0.001014046
10	0.001006766	0.001002083	5.8	0.001012046	0.001013438
10	0.001006766	0.001002083	5.81	0.001011437	0.001012836
10	0.001006766	0.001002083	5.82	0.001010833	0.001012238
10	0.001006766	0.001002083	5.83	0.001010234	0.001011645
10	0.001006766	0.001002083	5.84	0.00100964	0.001011056
10	0.001006766	0.001002083	5.85	0.001009051	0.001010472
10	0.001006766	0.001002083	5.86	0.001008466	0.001009894
10	0.001006766	0.001002083	5.87	0.001007887	0.001009319
10	0.001006766	0.001002083	5.88	0.001007313	0.00100875
10	0.001006766	0.001002083	5.89	0.001006743	0.001008185
10	0.001006766	0.001002083	5.9	0.001006179	0.001007626
10	0.001006766	0.001002083	5.91	0.001005619	0.001007071
10	0.001006766	0.001002083	5.92	0.001005065	0.001006521
10	0.001006766	0.001002083	5.93	0.001004515	0.001005975
10	0.001006766	0.001002083	5.94	0.001003971	0.001005435
10	0.001006766	0.001002083	5.95	0.001003431	0.001004899
10	0.001006766	0.001002083	5.96	0.001002897	0.001004368
10	0.001006766	0.001002083	5.97	0.001002367	0.001003842
10	0.001006766	0.001002083	5.98	0.001001843	0.001003321
10	0.001006766	0.001002083	5.99	0.001001323	0.001002805
10	0.001006766	0.001002083	6	0.001000809	0.001002294
10	0.001006766	0.001002083	6.01	0.001000299	0.001001787
10	0.001006766	0.001002083	6.02	0.000999795	0.001001286
10	0.001006766	0.001002083	6.03	0.000999295	0.001000789
10	0.001006766	0.001002083	6.04	0.000998801	0.001000297
10	0.001006766	0.001002083	6.05	0.000998311	0.00099981
10	0.001006766	0.001002083	6.06	0.000997827	0.000999328
10	0.001006766	0.001002083	6.07	0.000997348	0.00099885
10	0.001006766	0.001002083	6.08	0.000996873	0.000998378
10	0.001006766	0.001002083	6.09	0.000996404	0.00099791
10	0.001006766	0.001002083	6.1	0.000995939	0.000997447
10	0.001006766	0.001002083	6.11	0.00099548	0.000996989
10	0.001006766	0.001002083	6.12	0.000995026	0.000996536
10	0.001006766	0.001002083	6.13	0.000994576	0.000996088
10	0.001006766	0.001002083	6.14	0.000994132	0.000995645
10	0.001006766	0.001002083	6.15	0.000993693	0.000995206
10	0.001006766	0.001002083	6.16	0.000993258	0.000994773
10	0.001006766	0.001002083	6.17	0.000992829	0.000994344
10	0.001006766	0.001002083	6.18	0.000992404	0.00099392
10	0.001006766	0.001002083	6.19	0.000991985	0.000993501
10	0.001006766	0.001002083	6.2	0.00099157	0.000993086
10	0.001006766	0.001002083	6.21	0.00099116	0.000992677
10	0.001006766	0.001002083	6.22	0.000990756	0.000992272
10	0.001006766	0.001002083	6.23	0.000990356	0.000991872
10	0.001006766	0.001002083	6.24	0.000989961	0.000991477
10	0.001006766	0.001002083	6.25	0.000989571	0.000991087
10	0.001006766	0.001002083	6.26	0.000989186	0.000990701
10	0.001006766	0.001002083	6.27	0.000988806	0.00099032
10	0.001006766	0.001002083	6.28	0.000988431	0.000989944
10	0.001006766	0.001002083	6.29	0.000988061	0.000989573
10	0.001006766	0.001002083	6.3	0.000987695	0.000989206
10	0.001006766	0.001002083	6.31	0.000987334	0.000988844
10	0.001006766	0.001002083	6.32	0.000986979	0.000988487
10	0.001006766	0.001002083	6.33	0.000986628	0.000988135
10	0.001006766	0.001002083	6.34	0.000986282	0.000987787
10	0.001006766	0.001002083	6.35	0.00098594	0.000987444
10	0.001006766	0.001002083	6.36	0.000985604	0.000987105
10	0.001006766	0.001002083	6.37	0.000985272	0.000986772
10	0.001006766	0.001002083	6.38	0.000984945	0.000986442
10	0.001006766	0.001002083	6.39	0.000984622	0.000986118
10	0.001006766	0.001002083	6.4	0.000984305	0.000985798
10	0.001006766	0.001002083	6.41	0.000983992	0.000985483
10	0.001006766	0.001002083	6.42	0.000983684	0.000985172
10	0.001006766	0.001002083	6.43	0.00098338	0.000984866
10	0.001006766	0.001002083	6.44	0.000983081	0.000984564
10	0.001006766	0.001002083	6.45	0.000982787	0.000984267
10	0.001006766	0.001002083	6.46	0.000982498	0.000983974
10	0.001006766	0.001002083	6.47	0.000982213	0.000983686
10	0.001006766	0.001002083	6.48	0.000981932	0.000983403
10	0.001006766	0.001002083	6.49	0.000981657	0.000983124
10	0.001006766	0.001002083	6.5	0.000981385	0.000982849
10	0.001006766	0.001002083	6.51	0.000981119	0.000982579
10	0.001006766	0.001002083	6.52	0.000980857	0.000982313
10	0.001006766	0.001002083	6.53	0.000980599	0.000982052
10	0.001006766	0.001002083	6.54	0.000980346	0.000981795
10	0.001006766	0.001002083	6.55	0.000980097	0.000981542
10	0.001006766	0.001002083	6.56	0.000979853	0.000981294
10	0.001006766	0.001002083	6.57	0.000979613	0.00098105
10	0.001006766	0.001002083	6.58	0.000979378	0.00098081
10	0.001006766	0.001002083	6.59	0.000979147	0.000980575
10	0.001006766	0.001002083	6.6	0.000978921	0.000980344
10	0.001006766	0.001002083	6.61	0.000978698	0.000980117
10	0.001006766	0.001002083	6.62	0.00097848	0.000979894
10	0.001006766	0.001002083	6.63	0.000978267	0.000979676
10	0.001006766	0.001002083	6.64	0.000978058	0.000979462
10	0.001006766	0.001002083	6.65	0.000977853	0.000979252
10	0.001006766	0.001002083	6.66	0.000977652	0.000979046
10	0.001006766	0.001002083	6.67	0.000977455	0.000978844
10	0.001006766	0.001002083	6.68	0.000977263	0.000978647
10	0.001006766	0.001002083	6.69	0.000977075	0.000978453
10	0.001006766	0.001002083	6.7	0.000976891	0.000978264
10	0.001006766	0.001002083	6.71	0.000976711	0.000978078
10	0.001006766	0.001002083	6.72	0.000976535	0.000977897
10	0.001006766	0.001002083	6.73	0.000976363	0.00097772
10	0.001006766	0.001002083	6.74	0.000976196	0.000977546
10	0.001006766	0.001002083	6.75	0.000976032	0.000977377
10	0.001006766	0.001002083	6.76	0.000975872	0.000977211
10	0.001006766	0.001002083	6.77	0.000975717	0.00097705
10	0.001006766	0.001002083	6.78	0.000975565	0.000976892
10	0.001006766	0.001002083	6.79	0.000975417	0.000976738
10	0.001006766	0.001002083	6.8	0.000975274	0.000976588
10	0.001006766	0.001002083	6.81	0.000975134	0.000976442
10	0.001006766	0.001002083	6.82	0.000974998	0.0009763
10	0.001006766	0.001002083	6.83	0.000974866	0.000976161
10	0.001006766	0.001002083	6.84	0.000974737	0.000976027
10	0.001006766	0.001002083	6.85	0.000974613	0.000975895
10	0.001006766	0.001002083	6.86	0.000974492	0.000975768
10	0.001006766	0.001002083	6.87	0.000974375	0.000975644
10	0.001006766	0.001002083	6.88	0.000974262	0.000975524
10	0.001006766	0.001002083	6.89	0.000974152	0.000975408
10	0.001006766	0.001002083	6.9	0.000974046	0.000975295
10	0.001006766	0.001002083	6.91	0.000973944	0.000975186
10	0.001006766	0.001002083	6.92	0.000973845	0.00097508
10	0.001006766	0.001002083	6.93	0.00097375	0.000974978
10	0.001006766	0.001002083	6.94	0.000973659	0.000974879
10	0.001006766	0.001002083	6.95	0.000973571	0.000974784
10	0.001006766	0.001002083	6.96	0.000973486	0.000974693
10	0.001006766	0.001002083	6.97	0.000973405	0.000974604
10	0.001006766	0.001002083	6.98	0.000973328	0.000974519
10	0.001006766	0.001002083	6.99	0.000973254	0.000974438
10	0.001006766	0.001002083	7	0.000973183	0.00097436
10	0.001006766	0.001002083	7.01	0.000973116	0.000974285
10	0.001006766	0.001002083	7.02	0.000973052	0.000974213
10	0.001006766	0.001002083	7.03	0.000972991	0.000974145
10	0.001006766	0.001002083	7.04	0.000972934	0.00097408
10	0.001006766	0.001002083	7.05	0.00097288	0.000974018
10	0.001006766	0.001002083	7.06	0.000972829	0.00097396
10	0.001006766	0.001002083	7.07	0.000972782	0.000973905
10	0.001006766	0.001002083	7.08	0.000972737	0.000973852
10	0.001006766	0.001002083	7.09	0.000972696	0.000973803
10	0.001006766	0.001002083	7.1	0.000972658	0.000973757
10	0.001006766	0.001002083	7.11	0.000972623	0.000973714
10	0.001006766	0.001002083	7.12	0.000972591	0.000973674
10	0.001006766	0.001002083	7.13	0.000972563	0.000973637
10	0.001006766	0.001002083	7.14	0.000972537	0.000973604
10	0.001006766	0.001002083	7.15	0.000972514	0.000973573
10	0.001006766	0.001002083	7.16	0.000972494	0.000973545
10	0.001006766	0.001002083	7.17	0.000972477	0.00097352
10	0.001006766	0.001002083	7.18	0.000972463	0.000973497
10	0.001006766	0.001002083	7.19	0.000972452	0.000973478
10	0.001006766	0.001002083	7.2	0.000972444	0.000973461
10	0.001006766	0.001002083	7.21	0.000972439	0.000973448
10	0.001006766	0.001002083	7.22	0.000972436	0.000973437
10	0.001006766	0.001002083	7.23	0.000972437	0.000973429
10	0.001006766	0.001002083	7.24	0.00097244	0.000973423
10	0.001006766	0.001002083	7.25	0.000972445	0.00097342
10	0.001006766	0.001002083	7.26	0.000972454	0.00097342
10	0.001006766	0.001002083	7.27	0.000972465	0.000973423
10	0.001006766	0.001002083	7.28	0.000972479	0.000973428
10	0.001006766	0.001002083	7.29	0.000972495	0.000973436
10	0.001006766	0.001002083	7.3	0.000972514	0.000973446
10	0.001006766	0.001002083	7.31	0.000972535	0.000973459
10	0.001006766	0.001002083	7.32	0.000972559	0.000973475
10	0.001006766	0.001002083	7.33	0.000972586	0.000973492
10	0.001006766	0.001002083	7.34	0.000972615	0.000973513
10	0.001006766	0.001002083	7.35	0.000972647	0.000973535
10	0.001006766	0.001002083	7.36	0.00097268	0.000973561
10	0.001006766	0.001002083	7.37	0.000972717	0.000973588
10	0.001006766	0.001002083	7.38	0.000972755	0.000973618
10	0.001006766	0.001002083	7.39	0.000972796	0.00097365
10	0.001006766	0.001002083	7.4	0.00097284	0.000973685
10	0.001006766	0.001002083	7.41	0.000972885	0.000973722
10	0.001006766	0.001002083	7.42	0.000972933	0.000973761
10	0.001006766	0.001002083	7.43	0.000972983	0.000973802
10	0.001006766	0.001002083	7.44	0.000973036	0.000973846
10	0.001006766	0.001002083	7.45	0.00097309	0.000973891
10	0.001006766	0.001002083	7.46	0.000973147	0.000973939
10	0.001006766	0.001002083	7.47	0.000973205	0.000973989
10	0.001006766	0.001002083	7.48	0.000973266	0.000974041
10	0.001006766	0.001002083	7.49	0.000973329	0.000974095
10	0.001006766	0.001002083	7.5	0.000973394	0.000974151
10	0.001006766	0.001002083	7.51	0.000973461	0.000974209
10	0.001006766	0.001002083	7.52	0.00097353	0.000974269
10	0.001006766	0.001002083	7.53	0.000973601	0.000974331
10	0.001006766	0.001002083	7.54	0.000973674	0.000974395
10	0.001006766	0.001002083	7.55	0.000973749	0.000974461
10	0.001006766	0.001002083	7.56	0.000973826	0.000974529
10	0.001006766	0.001002083	7.57	0.000973904	0.000974599
10	0.001006766	0.001002083	7.58	0.000973984	0.00097467
10	0.001006766	0.001002083	7.59	0.000974067	0.000974744
10	0.001006766	0.001002083	7.6	0.000974151	0.000974819
10	0.001006766	0.001002083	7.61	0.000974236	0.000974896
10	0.001006766	0.001002083	7.62	0.000974324	0.000974974
10	0.001006766	0.001002083	7.63	0.000974413	0.000975054
10	0.001006766	0.001002083	7.64	0.000974504	0.000975136
10	0.001006766	0.001002083	7.65	0.000974596	0.00097522
10	0.001006766	0.001002083	7.66	0.00097469	0.000975305
10	0.001006766	0.001002083	7.67	0.000974786	0.000975392
10	0.001006766	0.001002083	7.68	0.000974883	0.000975481
10	0.001006766	0.001002083	7.69	0.000974982	0.000975571
10	0.001006766	0.001002083	7.7	0.000975082	0.000975662
10	0.001006766	0.001002083	7.71	0.000975184	0.000975755
10	0.001006766	0.001002083	7.72	0.000975287	0.00097585
10	0.001006766	0.001002083	7.73	0.000975392	0.000975946
10	0.001006766	0.001002083	7.74	0.000975498	0.000976043
10	0.001006766	0.001002083	7.75	0.000975606	0.000976142
10	0.001006766	0.001002083	7.76	0.000975715	0.000976242
10	0.001006766	0.001002083	7.77	0.000975825	0.000976344
10	0.001006766	0.001002083	7.78	0.000975937	0.000976447
10	0.001006766	0.001002083	7.79	0.00097605	0.000976551
10	0.001006766	0.001002083	7.8	0.000976164	0.000976657
10	0.001006766	0.001002083	7.81	0.00097628	0.000976764
10	0.001006766	0.001002083	7.82	0.000976396	0.000976872
10	0.001006766	0.001002083	7.83	0.000976514	0.000976981
10	0.001006766	0.001002083	7.84	0.000976633	0.000977092
10	0.001006766	0.001002083	7.85	0.000976753	0.000977203
10	0.001006766	0.001002083	7.86	0.000976875	0.000977316
10	0.001006766	0.001002083	7.87	0.000976997	0.00097743
10	0.001006766	0.001002083	7.88	0.000977121	0.000977545
10	0.001006766	0.001002083	7.89	0.000977245	0.000977661
10	0.001006766	0.001002083	7.9	0.000977371	0.000977779
10	0.001006766	0.001002083	7.91	0.000977498	0.000977897
10	0.001006766	0.001002083	7.92	0.000977626	0.000978016
10	0.001006766	0.001002083	7.93	0.000977754	0.000978137
10	0.001006766	0.001002083	7.94	0.000977884	0.000978258
10	0.001006766	0.001002083	7.95	0.000978014	0.00097838
10	0.001006766	0.001002083	7.96	0.000978146	0.000978503
10	0.001006766	0.001002083	7.97	0.000978278	0.000978628
10	0.001006766	0.001002083	7.98	0.000978411	0.000978753
10	0.001006766	0.001002083	7.99	0.000978545	0.000978878
10	0.001006766	0.001002083	8	0.00097868	0.000979005
10	0.001006766	0.001002083	8.01	0.000978816	0.000979133
10	0.001006766	0.001002083	8.02	0.000978952	0.000979261
10	0.001006766	0.001002083	8.03	0.000979089	0.00097939
10	0.001006766	0.001002083	8.04	0.000979227	0.00097952
10	0.001006766	0.001002083	8.05	0.000979366	0.000979651
10	0.001006766	0.001002083	8.06	0.000979505	0.000979782
10	0.001006766	0.001002083	8.07	0.000979645	0.000979914
10	0.001006766	0.001002083	8.08	0.000979786	0.000980047
10	0.001006766	0.001002083	8.09	0.000979927	0.00098018
10	0.001006766	0.001002083	8.1	0.000980069	0.000980314
10	0.001006766	0.001002083	8.11	0.000980212	0.000980449
10	0.001006766	0.001002083	8.12	0.000980355	0.000980584
10	0.001006766	0.001002083	8.13	0.000980498	0.00098072
10	0.001006766	0.001002083	8.14	0.000980642	0.000980857
10	0.001006766	0.001002083	8.15	0.000980787	0.000980994
10	0.001006766	0.001002083	8.16	0.000980932	0.000981131
10	0.001006766	0.001002083	8.17	0.000981078	0.000981269
10	0.001006766	0.001002083	8.18	0.000981224	0.000981408
10	0.001006766	0.001002083	8.19	0.00098137	0.000981547
10	0.001006766	0.001002083	8.2	0.000981517	0.000981686
10	0.001006766	0.001002083	8.21	0.000981664	0.000981826
10	0.001006766	0.001002083	8.22	0.000981812	0.000981967
10	0.001006766	0.001002083	8.23	0.00098196	0.000982107
10	0.001006766	0.001002083	8.24	0.000982108	0.000982248
10	0.001006766	0.001002083	8.25	0.000982257	0.00098239
10	0.001006766	0.001002083	8.26	0.000982406	0.000982532
10	0.001006766	0.001002083	8.27	0.000982555	0.000982674
10	0.001006766	0.001002083	8.28	0.000982704	0.000982816
10	0.001006766	0.001002083	8.29	0.000982854	0.000982959
10	0.001006766	0.001002083	8.3	0.000983004	0.000983102
10	0.001006766	0.001002083	8.31	0.000983154	0.000983245
10	0.001006766	0.001002083	8.32	0.000983305	0.000983389
10	0.001006766	0.001002083	8.33	0.000983455	0.000983532
10	0.001006766	0.001002083	8.34	0.000983606	0.000983676
10	0.001006766	0.001002083	8.35	0.000983757	0.00098382
10	0.001006766	0.001002083	8.36	0.000983908	0.000983965
10	0.001006766	0.001002083	8.37	0.000984059	0.000984109
10	0.001006766	0.001002083	8.38	0.000984211	0.000984254
10	0.001006766	0.001002083	8.39	0.000984362	0.000984399
10	0.001006766	0.001002083	8.4	0.000984513	0.000984543
10	0.001006766	0.001002083	8.41	0.000984665	0.000984688
10	0.001006766	0.001002083	8.42	0.000984816	0.000984833
10	0.001006766	0.001002083	8.43	0.000984968	0.000984978
10	0.001006766	0.001002083	8.44	0.000985119	0.000985124
10	0.001006766	0.001002083	8.45	0.000985271	0.000985269
10	0.001006766	0.001002083	8.46	0.000985422	0.000985414
10	0.001006766	0.001002083	8.47	0.000985573	0.000985559
10	0.001006766	0.001002083	8.48	0.000985725	0.000985704
10	0.001006766	0.001002083	8.49	0.000985876	0.000985849
10	0.001006766	0.001002083	8.5	0.000986027	0.000985995
10	0.001006766	0.001002083	8.51	0.000986178	0.00098614
10	0.001006766	0.001002083	8.52	0.000986329	0.000986285
10	0.001006766	0.001002083	8.53	0.00098648	0.00098643
10	0.001006766	0.001002083	8.54	0.000986631	0.000986575
10	0.001006766	0.001002083	8.55	0.000986782	0.000986719
10	0.001006766	0.001002083	8.56	0.000986932	0.000986864
10	0.001006766	0.001002083	8.57	0.000987082	0.000987008
10	0.001006766	0.001002083	8.58	0.000987232	0.000987153
10	0.001006766	0.001002083	8.59	0.000987382	0.000987297
10	0.001006766	0.001002083	8.6	0.000987532	0.000987441
10	0.001006766	0.001002083	8.61	0.000987681	0.000987585
10	0.001006766	0.001002083	8.62	0.00098783	0.000987728
10	0.001006766	0.001002083	8.63	0.000987979	0.000987872
10	0.001006766	0.001002083	8.64	0.000988127	0.000988015
10	0.001006766	0.001002083	8.65	0.000988276	0.000988158
10	0.001006766	0.001002083	8.66	0.000988424	0.000988301
10	0.001006766	0.001002083	8.67	0.000988571	0.000988443
10	0.001006766	0.001002083	8.68	0.000988719	0.000988585
10	0.001006766	0.001002083	8.69	0.000988866	0.000988727
10	0.001006766	0.001002083	8.7	0.000989013	0.000988869
10	0.001006766	0.001002083	8.71	0.000989159	0.00098901
10	0.001006766	0.001002083	8.72	0.000989305	0.000989151
10	0.001006766	0.001002083	8.73	0.00098945	0.000989292
10	0.001006766	0.001002083	8.74	0.000989596	0.000989432
10	0.001006766	0.001002083	8.75	0.00098974	0.000989572
10	0.001006766	0.001002083	8.76	0.000989885	0.000989712
10	0.001006766	0.001002083	8.77	0.000990029	0.000989851
10	0.001006766	0.001002083	8.78	0.000990172	0.00098999
10	0.001006766	0.001002083	8.79	0.000990316	0.000990129
10	0.001006766	0.001002083	8.8	0.000990458	0.000990267
10	0.001006766	0.001002083	8.81	0.0009906	0.000990405
10	0.001006766	0.001002083	8.82	0.000990742	0.000990542
10	0.001006766	0.001002083	8.83	0.000990883	0.000990679
10	0.001006766	0.001002083	8.84	0.000991024	0.000990815
10	0.001006766	0.001002083	8.85	0.000991165	0.000990951
10	0.001006766	0.001002083	8.86	0.000991304	0.000991087
10	0.001006766	0.001002083	8.87	0.000991444	0.000991222
10	0.001006766	0.001002083	8.88	0.000991582	0.000991357
10	0.001006766	0.001002083	8.89	0.000991721	0.000991491
10	0.001006766	0.001002083	8.9	0.000991858	0.000991625
10	0.001006766	0.001002083	8.91	0.000991995	0.000991758
10	0.001006766	0.001002083	8.92	0.000992132	0.00099189
10	0.001006766	0.001002083	8.93	0.000992268	0.000992023
10	0.001006766	0.001002083	8.94	0.000992403	0.000992154
10	0.001006766	0.001002083	8.95	0.000992538	0.000992285
10	0.001006766	0.001002083	8.96	0.000992673	0.000992416
10	0.001006766	0.001002083	8.97	0.000992806	0.000992546
10	0.001006766	0.001002083	8.98	0.000992939	0.000992675
10	0.001006766	0.001002083	8.99	0.000993072	0.000992804
10	0.001006766	0.001002083	9	0.000993204	0.000992933
10	0.001006766	0.001002083	9.01	0.000993335	0.00099306
10	0.001006766	0.001002083	9.02	0.000993465	0.000993187
10	0.001006766	0.001002083	9.03	0.000993595	0.000993314
10	0.001006766	0.001002083	9.04	0.000993725	0.00099344
10	0.001006766	0.001002083	9.05	0.000993853	0.000993565
10	0.001006766	0.001002083	9.06	0.000993981	0.00099369
10	0.001006766	0.001002083	9.07	0.000994108	0.000993814
10	0.001006766	0.001002083	9.08	0.000994235	0.000993938
10	0.001006766	0.001002083	9.09	0.000994361	0.000994061
10	0.001006766	0.001002083	9.1	0.000994486	0.000994183
10	0.001006766	0.001002083	9.11	0.000994611	0.000994305
10	0.001006766	0.001002083	9.12	0.000994735	0.000994426
10	0.001006766	0.001002083	9.13	0.000994858	0.000994546
10	0.001006766	0.001002083	9.14	0.000994981	0.000994666
10	0.001006766	0.001002083	9.15	0.000995102	0.000994785
10	0.001006766	0.001002083	9.16	0.000995223	0.000994903
10	0.001006766	0.001002083	9.17	0.000995344	0.000995021
10	0.001006766	0.001002083	9.18	0.000995463	0.000995138
10	0.001006766	0.001002083	9.19	0.000995582	0.000995255
10	0.001006766	0.001002083	9.2	0.0009957	0.00099537
